alcaldia_catalogo,franja,dia_semana,mes,quincena,finde,trimestre,prob_bajo,prob_medio,prob_alto,nivel_riesgo,nivel_codigo,indice_riesgo
Venustiano Carranza,Noche (18-23),Miércoles,7,0,0,3,0.0216,0.3226,0.6558,Alto,2,81.7
Venustiano Carranza,Noche (18-23),Miércoles,7,1,0,3,0.0257,0.3181,0.6561,Alto,2,81.5
Venustiano Carranza,Tarde (12-17),Miércoles,7,0,0,3,0.0353,0.4235,0.5412,Alto,2,75.3
Venustiano Carranza,Tarde (12-17),Miércoles,7,1,0,3,0.0441,0.4016,0.5543,Alto,2,75.5
Venustiano Carranza,Madrugada (00-05),Sábado,7,0,1,3,0.1481,0.5153,0.3367,Medio,1,59.4
Venustiano Carranza,Madrugada (00-05),Sábado,7,1,1,3,0.1195,0.5378,0.3427,Medio,1,61.2
Venustiano Carranza,Mañana (06-11),Sábado,7,0,1,3,0.1557,0.4256,0.4187,Medio,1,63.1
Venustiano Carranza,Mañana (06-11),Sábado,7,1,1,3,0.1211,0.4865,0.3924,Medio,1,63.6
Venustiano Carranza,Noche (18-23),Sábado,7,0,1,3,0.0155,0.222,0.7625,Alto,2,87.3
Venustiano Carranza,Noche (18-23),Sábado,7,1,1,3,0.0156,0.2499,0.7345,Alto,2,85.9
Venustiano Carranza,Tarde (12-17),Sábado,7,0,1,3,0.0174,0.2079,0.7747,Alto,2,87.9
Venustiano Carranza,Tarde (12-17),Sábado,7,1,1,3,0.0166,0.2397,0.7436,Alto,2,86.4
Venustiano Carranza,Madrugada (00-05),Viernes,7,0,0,3,0.5811,0.3738,0.0451,Bajo,0,23.2
Venustiano Carranza,Madrugada (00-05),Viernes,7,1,0,3,0.5851,0.3703,0.0446,Bajo,0,23.0
Venustiano Carranza,Mañana (06-11),Viernes,7,0,0,3,0.1005,0.4718,0.4277,Medio,1,66.4
Venustiano Carranza,Mañana (06-11),Viernes,7,1,0,3,0.1035,0.4636,0.4329,Medio,1,66.5
Venustiano Carranza,Noche (18-23),Viernes,7,0,0,3,0.015,0.2124,0.7726,Alto,2,87.9
Venustiano Carranza,Noche (18-23),Viernes,7,1,0,3,0.021,0.245,0.734,Alto,2,85.6
Venustiano Carranza,Tarde (12-17),Viernes,7,0,0,3,0.0232,0.3596,0.6171,Alto,2,79.7
Venustiano Carranza,Tarde (12-17),Viernes,7,1,0,3,0.0322,0.3673,0.6005,Alto,2,78.4
Venustiano Carranza,Madrugada (00-05),Domingo,8,0,1,3,0.1501,0.5379,0.312,Medio,1,58.1
Venustiano Carranza,Madrugada (00-05),Domingo,8,1,1,3,0.1539,0.505,0.341,Medio,1,59.4
Venustiano Carranza,Mañana (06-11),Domingo,8,0,1,3,0.2675,0.5138,0.2187,Medio,1,47.6
Venustiano Carranza,Mañana (06-11),Domingo,8,1,1,3,0.2503,0.4892,0.2605,Medio,1,50.5
Venustiano Carranza,Noche (18-23),Domingo,8,0,1,3,0.0235,0.309,0.6675,Alto,2,82.2
Venustiano Carranza,Noche (18-23),Domingo,8,1,1,3,0.0276,0.2918,0.6807,Alto,2,82.7
Venustiano Carranza,Tarde (12-17),Domingo,8,0,1,3,0.0399,0.4055,0.5546,Alto,2,75.7
Venustiano Carranza,Tarde (12-17),Domingo,8,1,1,3,0.0539,0.3759,0.5702,Alto,2,75.8
Venustiano Carranza,Madrugada (00-05),Jueves,8,0,0,3,0.6921,0.2814,0.0265,Bajo,0,16.7
Venustiano Carranza,Madrugada (00-05),Jueves,8,1,0,3,0.6363,0.3306,0.0331,Bajo,0,19.8
Venustiano Carranza,Mañana (06-11),Jueves,8,0,0,3,0.0947,0.4571,0.4482,Medio,1,67.7
Venustiano Carranza,Mañana (06-11),Jueves,8,1,0,3,0.0778,0.4261,0.4961,Alto,2,70.9
Venustiano Carranza,Noche (18-23),Jueves,8,0,0,3,0.0443,0.328,0.6277,Alto,2,79.2
Venustiano Carranza,Noche (18-23),Jueves,8,1,0,3,0.0368,0.3234,0.6398,Alto,2,80.1
Venustiano Carranza,Tarde (12-17),Jueves,8,0,0,3,0.0216,0.345,0.6334,Alto,2,80.6
Venustiano Carranza,Tarde (12-17),Jueves,8,1,0,3,0.0251,0.3461,0.6287,Alto,2,80.2
Venustiano Carranza,Madrugada (00-05),Lunes,8,0,0,3,0.5979,0.3623,0.0398,Bajo,0,22.1
Venustiano Carranza,Madrugada (00-05),Lunes,8,1,0,3,0.6791,0.2781,0.0428,Bajo,0,18.2
Venustiano Carranza,Mañana (06-11),Lunes,8,0,0,3,0.0871,0.438,0.4749,Alto,2,69.4
Venustiano Carranza,Mañana (06-11),Lunes,8,1,0,3,0.1104,0.3858,0.5038,Alto,2,69.7
Venustiano Carranza,Noche (18-23),Lunes,8,0,0,3,0.0507,0.3456,0.6036,Alto,2,77.6
Venustiano Carranza,Noche (18-23),Lunes,8,1,0,3,0.0652,0.2379,0.6968,Alto,2,81.6
Venustiano Carranza,Tarde (12-17),Lunes,8,0,0,3,0.0283,0.3792,0.5925,Alto,2,78.2
Venustiano Carranza,Tarde (12-17),Lunes,8,1,0,3,0.0367,0.3332,0.6301,Alto,2,79.7
Venustiano Carranza,Madrugada (00-05),Martes,8,0,0,3,0.7411,0.2378,0.0211,Bajo,0,14.0
Venustiano Carranza,Madrugada (00-05),Martes,8,1,0,3,0.7726,0.2012,0.0262,Bajo,0,12.7
Venustiano Carranza,Mañana (06-11),Martes,8,0,0,3,0.0982,0.5282,0.3735,Medio,1,63.8
Venustiano Carranza,Mañana (06-11),Martes,8,1,0,3,0.0893,0.3872,0.5235,Alto,2,71.7
Venustiano Carranza,Noche (18-23),Martes,8,0,0,3,0.0369,0.455,0.5081,Alto,2,73.6
Venustiano Carranza,Noche (18-23),Martes,8,1,0,3,0.0424,0.3667,0.5909,Alto,2,77.4
Venustiano Carranza,Tarde (12-17),Martes,8,0,0,3,0.0359,0.3225,0.6416,Alto,2,80.3
Venustiano Carranza,Tarde (12-17),Martes,8,1,0,3,0.0428,0.2971,0.66,Alto,2,80.9
Venustiano Carranza,Madrugada (00-05),Miércoles,8,0,0,3,0.5818,0.3872,0.031,Bajo,0,22.5
Venustiano Carranza,Madrugada (00-05),Miércoles,8,1,0,3,0.6009,0.3659,0.0332,Bajo,0,21.6
Venustiano Carranza,Mañana (06-11),Miércoles,8,0,0,3,0.0461,0.4248,0.5291,Alto,2,74.1
Venustiano Carranza,Mañana (06-11),Miércoles,8,1,0,3,0.0421,0.381,0.5768,Alto,2,76.7
Venustiano Carranza,Noche (18-23),Miércoles,8,0,0,3,0.016,0.3424,0.6416,Alto,2,81.3
Venustiano Carranza,Noche (18-23),Miércoles,8,1,0,3,0.0201,0.3215,0.6584,Alto,2,81.9
Venustiano Carranza,Tarde (12-17),Miércoles,8,0,0,3,0.0232,0.4112,0.5656,Alto,2,77.1
Venustiano Carranza,Tarde (12-17),Miércoles,8,1,0,3,0.0297,0.4067,0.5636,Alto,2,76.7
Venustiano Carranza,Madrugada (00-05),Sábado,8,0,1,3,0.2,0.4537,0.3463,Medio,1,57.3
Venustiano Carranza,Madrugada (00-05),Sábado,8,1,1,3,0.146,0.5363,0.3177,Medio,1,58.6
Venustiano Carranza,Mañana (06-11),Sábado,8,0,1,3,0.214,0.3558,0.4302,Alto,2,60.8
Venustiano Carranza,Mañana (06-11),Sábado,8,1,1,3,0.1468,0.5151,0.3381,Medio,1,59.6
Venustiano Carranza,Noche (18-23),Sábado,8,0,1,3,0.0225,0.1962,0.7813,Alto,2,87.9
Venustiano Carranza,Noche (18-23),Sábado,8,1,1,3,0.0226,0.2579,0.7195,Alto,2,84.8
Venustiano Carranza,Tarde (12-17),Sábado,8,0,1,3,0.0252,0.1974,0.7774,Alto,2,87.6
Venustiano Carranza,Tarde (12-17),Sábado,8,1,1,3,0.0229,0.2597,0.7174,Alto,2,84.7
Venustiano Carranza,Madrugada (00-05),Viernes,8,0,0,3,0.6299,0.3342,0.0359,Bajo,0,20.3
Venustiano Carranza,Madrugada (00-05),Viernes,8,1,0,3,0.6304,0.3324,0.0371,Bajo,0,20.3
Venustiano Carranza,Mañana (06-11),Viernes,8,0,0,3,0.1337,0.4626,0.4037,Medio,1,63.5
Venustiano Carranza,Mañana (06-11),Viernes,8,1,0,3,0.1351,0.4519,0.413,Medio,1,63.9
Venustiano Carranza,Noche (18-23),Viernes,8,0,0,3,0.0152,0.2233,0.7615,Alto,2,87.3
Venustiano Carranza,Noche (18-23),Viernes,8,1,0,3,0.022,0.2318,0.7462,Alto,2,86.2
Venustiano Carranza,Tarde (12-17),Viernes,8,0,0,3,0.0323,0.3496,0.6181,Alto,2,79.3
Venustiano Carranza,Tarde (12-17),Viernes,8,1,0,3,0.0423,0.3566,0.6012,Alto,2,77.9
Venustiano Carranza,Madrugada (00-05),Domingo,9,0,1,3,0.1316,0.5677,0.3007,Medio,1,58.5
Venustiano Carranza,Madrugada (00-05),Domingo,9,1,1,3,0.1814,0.5214,0.2972,Medio,1,55.8
Venustiano Carranza,Mañana (06-11),Domingo,9,0,1,3,0.2132,0.51,0.2768,Medio,1,53.2
Venustiano Carranza,Mañana (06-11),Domingo,9,1,1,3,0.2846,0.4598,0.2556,Medio,1,48.5
Venustiano Carranza,Noche (18-23),Domingo,9,0,1,3,0.0179,0.2594,0.7227,Alto,2,85.2
Venustiano Carranza,Noche (18-23),Domingo,9,1,1,3,0.0271,0.2606,0.7123,Alto,2,84.3
Venustiano Carranza,Tarde (12-17),Domingo,9,0,1,3,0.0731,0.2996,0.6274,Alto,2,77.7
Venustiano Carranza,Tarde (12-17),Domingo,9,1,1,3,0.1358,0.2463,0.6179,Alto,2,74.1
Venustiano Carranza,Madrugada (00-05),Jueves,9,0,0,3,0.6445,0.3236,0.0319,Bajo,0,19.4
Venustiano Carranza,Madrugada (00-05),Jueves,9,1,0,3,0.6413,0.3286,0.0301,Bajo,0,19.4
Venustiano Carranza,Mañana (06-11),Jueves,9,0,0,3,0.0574,0.3723,0.5703,Alto,2,75.6
Venustiano Carranza,Mañana (06-11),Jueves,9,1,0,3,0.0782,0.3984,0.5234,Alto,2,72.3
Venustiano Carranza,Noche (18-23),Jueves,9,0,0,3,0.0297,0.2847,0.6856,Alto,2,82.8
Venustiano Carranza,Noche (18-23),Jueves,9,1,0,3,0.0312,0.3023,0.6665,Alto,2,81.8
Venustiano Carranza,Tarde (12-17),Jueves,9,0,0,3,0.0283,0.2513,0.7204,Alto,2,84.6
Venustiano Carranza,Tarde (12-17),Jueves,9,1,0,3,0.0399,0.2252,0.7349,Alto,2,84.8
Venustiano Carranza,Madrugada (00-05),Lunes,9,0,0,3,0.5398,0.4119,0.0483,Bajo,0,25.4
Venustiano Carranza,Madrugada (00-05),Lunes,9,1,0,3,0.677,0.2792,0.0437,Bajo,0,18.3
Venustiano Carranza,Mañana (06-11),Lunes,9,0,0,3,0.0436,0.3617,0.5947,Alto,2,77.6
Venustiano Carranza,Mañana (06-11),Lunes,9,1,0,3,0.0832,0.3531,0.5636,Alto,2,74.0
Venustiano Carranza,Noche (18-23),Lunes,9,0,0,3,0.0421,0.3021,0.6557,Alto,2,80.7
Venustiano Carranza,Noche (18-23),Lunes,9,1,0,3,0.0618,0.1961,0.7421,Alto,2,84.0
Venustiano Carranza,Tarde (12-17),Lunes,9,0,0,3,0.033,0.2833,0.6837,Alto,2,82.5
Venustiano Carranza,Tarde (12-17),Lunes,9,1,0,3,0.0501,0.2396,0.7104,Alto,2,83.0
Venustiano Carranza,Madrugada (00-05),Martes,9,0,0,3,0.6517,0.3214,0.0269,Bajo,0,18.8
Venustiano Carranza,Madrugada (00-05),Martes,9,1,0,3,0.7425,0.2318,0.0257,Bajo,0,14.2
Venustiano Carranza,Mañana (06-11),Martes,9,0,0,3,0.0491,0.4653,0.4855,Alto,2,71.8
Venustiano Carranza,Mañana (06-11),Martes,9,1,0,3,0.0672,0.3445,0.5883,Alto,2,76.1
Venustiano Carranza,Noche (18-23),Martes,9,0,0,3,0.0236,0.4687,0.5077,Alto,2,74.2
Venustiano Carranza,Noche (18-23),Martes,9,1,0,3,0.0349,0.3852,0.5798,Alto,2,77.2
Venustiano Carranza,Tarde (12-17),Martes,9,0,0,3,0.0356,0.2279,0.7365,Alto,2,85.0
Venustiano Carranza,Tarde (12-17),Martes,9,1,0,3,0.0611,0.1972,0.7417,Alto,2,84.0
Venustiano Carranza,Madrugada (00-05),Miércoles,9,0,0,3,0.6311,0.332,0.0369,Bajo,0,20.3
Venustiano Carranza,Madrugada (00-05),Miércoles,9,1,0,3,0.7053,0.2603,0.0345,Bajo,0,16.5
Venustiano Carranza,Mañana (06-11),Miércoles,9,0,0,3,0.029,0.283,0.688,Alto,2,83.0
Venustiano Carranza,Mañana (06-11),Miércoles,9,1,0,3,0.041,0.2685,0.6905,Alto,2,82.5
Venustiano Carranza,Noche (18-23),Miércoles,9,0,0,3,0.0147,0.2512,0.7341,Alto,2,86.0
Venustiano Carranza,Noche (18-23),Miércoles,9,1,0,3,0.0207,0.2098,0.7695,Alto,2,87.4
Venustiano Carranza,Tarde (12-17),Miércoles,9,0,0,3,0.0356,0.2225,0.7419,Alto,2,85.3
Venustiano Carranza,Tarde (12-17),Miércoles,9,1,0,3,0.054,0.1836,0.7624,Alto,2,85.4
Venustiano Carranza,Madrugada (00-05),Sábado,9,0,1,3,0.15,0.5443,0.3057,Medio,1,57.8
Venustiano Carranza,Madrugada (00-05),Sábado,9,1,1,3,0.1569,0.5915,0.2516,Medio,1,54.7
Venustiano Carranza,Mañana (06-11),Sábado,9,0,1,3,0.1232,0.3576,0.5192,Alto,2,69.8
Venustiano Carranza,Mañana (06-11),Sábado,9,1,1,3,0.1434,0.5142,0.3424,Medio,1,59.9
Venustiano Carranza,Noche (18-23),Sábado,9,0,1,3,0.0181,0.1819,0.7999,Alto,2,89.1
Venustiano Carranza,Noche (18-23),Sábado,9,1,1,3,0.0226,0.2474,0.73,Alto,2,85.4
Venustiano Carranza,Tarde (12-17),Sábado,9,0,1,3,0.0339,0.2146,0.7515,Alto,2,85.9
Venustiano Carranza,Tarde (12-17),Sábado,9,1,1,3,0.0471,0.267,0.686,Alto,2,81.9
Venustiano Carranza,Madrugada (00-05),Viernes,9,0,0,3,0.519,0.439,0.042,Bajo,0,26.1
Venustiano Carranza,Madrugada (00-05),Viernes,9,1,0,3,0.6391,0.3284,0.0325,Bajo,0,19.7
Venustiano Carranza,Mañana (06-11),Viernes,9,0,0,3,0.0759,0.4204,0.5037,Alto,2,71.4
Venustiano Carranza,Mañana (06-11),Viernes,9,1,0,3,0.1449,0.4192,0.436,Alto,2,64.6
Venustiano Carranza,Noche (18-23),Viernes,9,0,0,3,0.0105,0.2417,0.7478,Alto,2,86.9
Venustiano Carranza,Noche (18-23),Viernes,9,1,0,3,0.0214,0.2404,0.7382,Alto,2,85.8
Venustiano Carranza,Tarde (12-17),Viernes,9,0,0,3,0.0292,0.2552,0.7156,Alto,2,84.3
Venustiano Carranza,Tarde (12-17),Viernes,9,1,0,3,0.0596,0.2177,0.7226,Alto,2,83.1
Venustiano Carranza,Madrugada (00-05),Domingo,10,0,1,4,0.0731,0.6195,0.3073,Medio,1,61.7
Venustiano Carranza,Madrugada (00-05),Domingo,10,1,1,4,0.0787,0.5275,0.3939,Medio,1,65.8
Venustiano Carranza,Mañana (06-11),Domingo,10,0,1,4,0.0792,0.6009,0.3198,Medio,1,62.0
Venustiano Carranza,Mañana (06-11),Domingo,10,1,1,4,0.0884,0.5313,0.3802,Medio,1,64.6
Venustiano Carranza,Noche (18-23),Domingo,10,0,1,4,0.009,0.2443,0.7467,Alto,2,86.9
Venustiano Carranza,Noche (18-23),Domingo,10,1,1,4,0.0085,0.1869,0.8046,Alto,2,89.8
Venustiano Carranza,Tarde (12-17),Domingo,10,0,1,4,0.0339,0.2663,0.6998,Alto,2,83.3
Venustiano Carranza,Tarde (12-17),Domingo,10,1,1,4,0.0421,0.1241,0.8338,Alto,2,89.6
Venustiano Carranza,Madrugada (00-05),Jueves,10,0,0,4,0.5166,0.4409,0.0425,Bajo,0,26.3
Venustiano Carranza,Madrugada (00-05),Jueves,10,1,0,4,0.4716,0.4702,0.0582,Bajo,0,29.3
Venustiano Carranza,Mañana (06-11),Jueves,10,0,0,4,0.0238,0.4175,0.5587,Alto,2,76.7
Venustiano Carranza,Mañana (06-11),Jueves,10,1,0,4,0.0244,0.3789,0.5967,Alto,2,78.6
Venustiano Carranza,Noche (18-23),Jueves,10,0,0,4,0.0172,0.2605,0.7223,Alto,2,85.3
Venustiano Carranza,Noche (18-23),Jueves,10,1,0,4,0.0128,0.2166,0.7706,Alto,2,87.9
Venustiano Carranza,Tarde (12-17),Jueves,10,0,0,4,0.0139,0.2167,0.7694,Alto,2,87.8
Venustiano Carranza,Tarde (12-17),Jueves,10,1,0,4,0.0124,0.1211,0.8664,Alto,2,92.7
Venustiano Carranza,Madrugada (00-05),Lunes,10,0,0,4,0.466,0.4795,0.0545,Medio,1,29.4
Venustiano Carranza,Madrugada (00-05),Lunes,10,1,0,4,0.5748,0.3509,0.0742,Bajo,0,25.0
Venustiano Carranza,Mañana (06-11),Lunes,10,0,0,4,0.0269,0.4266,0.5466,Alto,2,76.0
Venustiano Carranza,Mañana (06-11),Lunes,10,1,0,4,0.0411,0.3506,0.6083,Alto,2,78.4
Venustiano Carranza,Noche (18-23),Lunes,10,0,0,4,0.0282,0.2775,0.6943,Alto,2,83.3
Venustiano Carranza,Noche (18-23),Lunes,10,1,0,4,0.0267,0.1349,0.8384,Alto,2,90.6
Venustiano Carranza,Tarde (12-17),Lunes,10,0,0,4,0.0203,0.2754,0.7042,Alto,2,84.2
Venustiano Carranza,Tarde (12-17),Lunes,10,1,0,4,0.0213,0.1698,0.8089,Alto,2,89.4
Venustiano Carranza,Madrugada (00-05),Martes,10,0,0,4,0.6028,0.3658,0.0314,Bajo,0,21.4
Venustiano Carranza,Madrugada (00-05),Martes,10,1,0,4,0.6418,0.2988,0.0594,Bajo,0,20.9
Venustiano Carranza,Mañana (06-11),Martes,10,0,0,4,0.0278,0.4781,0.494,Alto,2,73.3
Venustiano Carranza,Mañana (06-11),Martes,10,1,0,4,0.0241,0.2525,0.7235,Alto,2,85.0
Venustiano Carranza,Noche (18-23),Martes,10,0,0,4,0.0174,0.431,0.5516,Alto,2,76.7
Venustiano Carranza,Noche (18-23),Martes,10,1,0,4,0.0136,0.2558,0.7306,Alto,2,85.9
Venustiano Carranza,Tarde (12-17),Martes,10,0,0,4,0.0172,0.1966,0.7862,Alto,2,88.5
Venustiano Carranza,Tarde (12-17),Martes,10,1,0,4,0.0161,0.0709,0.913,Alto,2,94.8
Venustiano Carranza,Madrugada (00-05),Miércoles,10,0,0,4,0.5399,0.4121,0.048,Bajo,0,25.4
Venustiano Carranza,Madrugada (00-05),Miércoles,10,1,0,4,0.5603,0.3725,0.0672,Bajo,0,25.3
Venustiano Carranza,Mañana (06-11),Miércoles,10,0,0,4,0.0195,0.3185,0.662,Alto,2,82.1
Venustiano Carranza,Mañana (06-11),Miércoles,10,1,0,4,0.0174,0.2298,0.7528,Alto,2,86.8
Venustiano Carranza,Noche (18-23),Miércoles,10,0,0,4,0.0084,0.2237,0.7679,Alto,2,88.0
Venustiano Carranza,Noche (18-23),Miércoles,10,1,0,4,0.0072,0.1488,0.8441,Alto,2,91.8
Venustiano Carranza,Tarde (12-17),Miércoles,10,0,0,4,0.0184,0.1418,0.8398,Alto,2,91.1
Venustiano Carranza,Tarde (12-17),Miércoles,10,1,0,4,0.0163,0.0775,0.9062,Alto,2,94.5
Venustiano Carranza,Madrugada (00-05),Sábado,10,0,1,4,0.0827,0.5998,0.3175,Medio,1,61.7
Venustiano Carranza,Madrugada (00-05),Sábado,10,1,1,4,0.0661,0.6164,0.3176,Medio,1,62.6
Venustiano Carranza,Mañana (06-11),Sábado,10,0,1,4,0.0375,0.3498,0.6127,Alto,2,78.8
Venustiano Carranza,Mañana (06-11),Sábado,10,1,1,4,0.0361,0.4444,0.5195,Alto,2,74.2
Venustiano Carranza,Noche (18-23),Sábado,10,0,1,4,0.0087,0.1694,0.8219,Alto,2,90.7
Venustiano Carranza,Noche (18-23),Sábado,10,1,1,4,0.0072,0.1831,0.8097,Alto,2,90.1
Venustiano Carranza,Tarde (12-17),Sábado,10,0,1,4,0.0144,0.1793,0.8063,Alto,2,89.6
Venustiano Carranza,Tarde (12-17),Sábado,10,1,1,4,0.014,0.1132,0.8728,Alto,2,92.9
Venustiano Carranza,Madrugada (00-05),Viernes,10,0,0,4,0.42,0.5206,0.0594,Medio,1,32.0
Venustiano Carranza,Madrugada (00-05),Viernes,10,1,0,4,0.4333,0.4906,0.0761,Medio,1,32.1
Venustiano Carranza,Mañana (06-11),Viernes,10,0,0,4,0.031,0.4191,0.5499,Alto,2,75.9
Venustiano Carranza,Mañana (06-11),Viernes,10,1,0,4,0.0376,0.3872,0.5752,Alto,2,76.9
Venustiano Carranza,Noche (18-23),Viernes,10,0,0,4,0.0042,0.1386,0.8572,Alto,2,92.6
Venustiano Carranza,Noche (18-23),Viernes,10,1,0,4,0.0046,0.1088,0.8865,Alto,2,94.1
Venustiano Carranza,Tarde (12-17),Viernes,10,0,0,4,0.0125,0.1895,0.798,Alto,2,89.3
Venustiano Carranza,Tarde (12-17),Viernes,10,1,0,4,0.0133,0.0958,0.8909,Alto,2,93.9
Venustiano Carranza,Madrugada (00-05),Domingo,11,0,1,4,0.1721,0.6112,0.2167,Medio,1,52.2
Venustiano Carranza,Madrugada (00-05),Domingo,11,1,1,4,0.1832,0.5545,0.2624,Medio,1,54.0
Venustiano Carranza,Mañana (06-11),Domingo,11,0,1,4,0.1089,0.5474,0.3437,Medio,1,61.7
Venustiano Carranza,Mañana (06-11),Domingo,11,1,1,4,0.1241,0.5168,0.3591,Medio,1,61.7
Venustiano Carranza,Noche (18-23),Domingo,11,0,1,4,0.0237,0.3229,0.6534,Alto,2,81.5
Venustiano Carranza,Noche (18-23),Domingo,11,1,1,4,0.0206,0.2801,0.6994,Alto,2,83.9
Venustiano Carranza,Tarde (12-17),Domingo,11,0,1,4,0.0898,0.2908,0.6193,Alto,2,76.5
Venustiano Carranza,Tarde (12-17),Domingo,11,1,1,4,0.1173,0.1559,0.7267,Alto,2,80.5
Venustiano Carranza,Madrugada (00-05),Jueves,11,0,0,4,0.7099,0.2645,0.0256,Bajo,0,15.8
Venustiano Carranza,Madrugada (00-05),Jueves,11,1,0,4,0.6293,0.3374,0.0333,Bajo,0,20.2
Venustiano Carranza,Mañana (06-11),Jueves,11,0,0,4,0.0399,0.3378,0.6222,Alto,2,79.1
Venustiano Carranza,Mañana (06-11),Jueves,11,1,0,4,0.0408,0.3541,0.6051,Alto,2,78.2
Venustiano Carranza,Noche (18-23),Jueves,11,0,0,4,0.037,0.3095,0.6535,Alto,2,80.8
Venustiano Carranza,Noche (18-23),Jueves,11,1,0,4,0.0249,0.2961,0.679,Alto,2,82.7
Venustiano Carranza,Tarde (12-17),Jueves,11,0,0,4,0.0306,0.2157,0.7537,Alto,2,86.2
Venustiano Carranza,Tarde (12-17),Jueves,11,1,0,4,0.0274,0.1491,0.8235,Alto,2,89.8
Venustiano Carranza,Madrugada (00-05),Lunes,11,0,0,4,0.6262,0.3271,0.0467,Bajo,0,21.0
Venustiano Carranza,Madrugada (00-05),Lunes,11,1,0,4,0.6631,0.2792,0.0577,Bajo,0,19.7
Venustiano Carranza,Mañana (06-11),Lunes,11,0,0,4,0.0279,0.2821,0.69,Alto,2,83.1
Venustiano Carranza,Mañana (06-11),Lunes,11,1,0,4,0.04,0.3097,0.6503,Alto,2,80.5
Venustiano Carranza,Noche (18-23),Lunes,11,0,0,4,0.0475,0.2786,0.6738,Alto,2,81.3
Venustiano Carranza,Noche (18-23),Lunes,11,1,0,4,0.0379,0.1655,0.7966,Alto,2,87.9
Venustiano Carranza,Tarde (12-17),Lunes,11,0,0,4,0.0372,0.2798,0.683,Alto,2,82.3
Venustiano Carranza,Tarde (12-17),Lunes,11,1,0,4,0.0355,0.2264,0.7381,Alto,2,85.1
Venustiano Carranza,Madrugada (00-05),Martes,11,0,0,4,0.7648,0.2181,0.0171,Bajo,0,12.6
Venustiano Carranza,Madrugada (00-05),Martes,11,1,0,4,0.8053,0.1709,0.0238,Bajo,0,10.9
Venustiano Carranza,Mañana (06-11),Martes,11,0,0,4,0.0408,0.3657,0.5936,Alto,2,77.6
Venustiano Carranza,Mañana (06-11),Martes,11,1,0,4,0.0409,0.2223,0.7368,Alto,2,84.8
Venustiano Carranza,Noche (18-23),Martes,11,0,0,4,0.0304,0.5963,0.3733,Medio,1,67.1
Venustiano Carranza,Noche (18-23),Martes,11,1,0,4,0.0307,0.4625,0.5069,Alto,2,73.8
Venustiano Carranza,Tarde (12-17),Martes,11,0,0,4,0.0344,0.186,0.7796,Alto,2,87.3
Venustiano Carranza,Tarde (12-17),Martes,11,1,0,4,0.0394,0.0852,0.8754,Alto,2,91.8
Venustiano Carranza,Madrugada (00-05),Miércoles,11,0,0,4,0.7074,0.2669,0.0257,Bajo,0,15.9
Venustiano Carranza,Madrugada (00-05),Miércoles,11,1,0,4,0.7066,0.2544,0.039,Bajo,0,16.6
Venustiano Carranza,Mañana (06-11),Miércoles,11,0,0,4,0.0315,0.3341,0.6344,Alto,2,80.1
Venustiano Carranza,Mañana (06-11),Miércoles,11,1,0,4,0.0258,0.2221,0.7521,Alto,2,86.3
Venustiano Carranza,Noche (18-23),Miércoles,11,0,0,4,0.0201,0.2833,0.6966,Alto,2,83.8
Venustiano Carranza,Noche (18-23),Miércoles,11,1,0,4,0.0147,0.1906,0.7946,Alto,2,89.0
Venustiano Carranza,Tarde (12-17),Miércoles,11,0,0,4,0.0484,0.1739,0.7777,Alto,2,86.5
Venustiano Carranza,Tarde (12-17),Miércoles,11,1,0,4,0.0399,0.0951,0.8651,Alto,2,91.3
Venustiano Carranza,Madrugada (00-05),Sábado,11,0,1,4,0.1901,0.5631,0.2468,Medio,1,52.8
Venustiano Carranza,Madrugada (00-05),Sábado,11,1,1,4,0.1364,0.6099,0.2537,Medio,1,55.9
Venustiano Carranza,Mañana (06-11),Sábado,11,0,1,4,0.0511,0.2833,0.6655,Alto,2,80.7
Venustiano Carranza,Mañana (06-11),Sábado,11,1,1,4,0.0479,0.4055,0.5466,Alto,2,74.9
Venustiano Carranza,Noche (18-23),Sábado,11,0,1,4,0.0233,0.2203,0.7565,Alto,2,86.7
Venustiano Carranza,Noche (18-23),Sábado,11,1,1,4,0.0161,0.2452,0.7387,Alto,2,86.1
Venustiano Carranza,Tarde (12-17),Sábado,11,0,1,4,0.043,0.2172,0.7397,Alto,2,84.8
Venustiano Carranza,Tarde (12-17),Sábado,11,1,1,4,0.037,0.1408,0.8221,Alto,2,89.3
Venustiano Carranza,Madrugada (00-05),Viernes,11,0,0,4,0.5555,0.397,0.0475,Bajo,0,24.6
Venustiano Carranza,Madrugada (00-05),Viernes,11,1,0,4,0.4562,0.4769,0.0668,Medio,1,30.5
Venustiano Carranza,Mañana (06-11),Viernes,11,0,0,4,0.031,0.3332,0.6358,Alto,2,80.2
Venustiano Carranza,Mañana (06-11),Viernes,11,1,0,4,0.0262,0.3496,0.6243,Alto,2,79.9
Venustiano Carranza,Noche (18-23),Viernes,11,0,0,4,0.01,0.2158,0.7742,Alto,2,88.2
Venustiano Carranza,Noche (18-23),Viernes,11,1,0,4,0.0092,0.1989,0.7918,Alto,2,89.1
Venustiano Carranza,Tarde (12-17),Viernes,11,0,0,4,0.0216,0.176,0.8024,Alto,2,89.0
Venustiano Carranza,Tarde (12-17),Viernes,11,1,0,4,0.0178,0.1033,0.8789,Alto,2,93.1
